Year,Name,Institution,URI
1998,Mary Gibby,"Natural History Museum, London",http://www.digitalhps.org/concepts/CON6b8786b4-53b1-4c8d-89c3-1339ae660817
1998,Fred Rumsey,"Natural History Museum, London",
1998,Johannes C. Vogel,"Natural History Museum, London",
1998,Ursula Malm,"Lund, Sweden",
1998,Ursula Malm,Lund University,
1998,Olivier Raspé,"Louvain, Belgium",
1998,Chantal Melser,"Leiden, The Netherlands",
1998,Peter Klinkhamer,"Leiden, The Netherlands",
1998,Chantal Melser,Leiden,
1998,Martha Clokie,Leicester,
1998,Robyn Cowan,Kirkbeck,
1998,Catherine Moyes,John Innes Center,
1998,Hans-Peter Comes,"Johannes Gutenberg Universität, Mainz",
1998,Eckhard Finke,"Jena, Germany",
1998,Frank Blattner,"Institut f. Pflanzengenetik und Kulturpflanzenforschung (IPK), EG Experimentelle Taxonomie",
1998,Michael Judas,"II. Zoologisches Institut, Goettingen",
1998,Alison Miller,"IACR, Rothamsted",
1998,Ian Wynne,"IACR, Rothamsted",
1998,Jonathan Silvertown,"IACR, Rothamsted",
1998,Kevin McConway,"IACR, Rothamsted",
1998,Mark Macnair,"IACR, Rothamsted",
1998,Graham Cavan,"IACR, Rothamsted",
1998,Andrew Lowe,"IACR, Long Ashton",
1998,Zoe Hughes,IACR-Rothamsted,
1998,Ian Wynne,IACR-Rothamsted,
1998,Richard Scott,I. T. E. Merlewood,http://www.digitalhps.org/concepts/CONfe924891-9b30-489f-b3e4-ffe4cb9bdf45
1998,Richard Scott,I. T. E. Merlewood,http://www.digitalhps.org/concepts/CONfe924891-9b30-489f-b3e4-ffe4cb9bdf45
1998,Alan John Gray,I. T. E. Furzebrook,http://www.digitalhps.org/concepts/CON757d0e25-4cf2-4b19-b1f5-8aaa623cf3fc
1998,Lindsay Maskell,I. T. E. Furzebrook,
1998,Roger Daniels,I. T. E. Furzebrook,
1998,Alan John Gray,I. T. E. Furzebrook,http://www.digitalhps.org/concepts/CON757d0e25-4cf2-4b19-b1f5-8aaa623cf3fc
1998,Lindsay Maskell,I. T. E. Furzebrook,
1998,H. Chen,Hong Kong,
1998,M. C. Chan,Hong Kong,
1998,Mei Sun,Hong Kong,
1998,Eckhard Finke,Friedrich-Schiller-University of Jena,
1998,Amanda Gillies,Edinburgh,
1998,Deborah Charlesworth,Edinburgh,
1998,John Pannell,Edinburgh,
1998,Nick Barton,Edinburgh,
1998,Theodore Allnutt,Edinburgh,
1998,Stuart A'Hara,Edinburgh,
1998,Theodore Allnutt,Edinburgh,
1998,Philip Awadalla,Edinburgh,
1998,Nicola Brown,Edinburgh,
1998,Deborah Charlesworth,Edinburgh,
1998,Amanda Gillies,Edinburgh,
1998,Jennifer Gow,Edinburgh,
1998,Ashley Robertson,Edinburgh,
1998,Gabirel Saavedra,Edinburgh,
1998,Mikkel Schierup,Edinburgh,
1998,Paul Ashton,Edge Hill University,
1998,Nigel Blackstock,Edge Hill University,
1998,Colin Smith,Edge Hill College,
1998,Jonny Wentworth,East London,
1998,V. K. Sieber,East London,http://www.digitalhps.org/concepts/CON3b0ce734-ac54-415b-9c3c-6eda800e3338
1998,A. R. Hoelzel,Durham,
1998,Nathalie Walker,Durham,
1998,P. E. Hulme,Durham,
1998,Nathalie Walker,Durham,
1998,Robert Butcher,Dundee University,
1998,Benjamin Heath,Dundee University,
1998,Nicola P. Randall,Dundee,
1998,Robert Butcher,Dundee,
1998,Pieternella Luttikhuizen,"Den Burg, The Netherlands",
1998,Barbara Jones,"Countryside Council for Wales, Bangor",
1998,Faridah Qamaruz-Zaman,University of Cambridge,
1998,Barbara Smith,Bournemouth University,
1998,Andrew Pullin,University of Birmingham,
1998,Christina James,University of Birmingham,
1998,Domino Joyce,University of Birmingham,
1998,James Christina,University of Birmingham,
1998,Robyn Cowan,Birkbeck College,
1998,Martin Ingrouille,Birkbeck College,http://www.digitalhps.org/concepts/CONe4e62173-391c-4e89-8938-039e3f09f380
1998,John Dallas,Aberdeen,
1998,John Dallas,Aberdeen,
1998,Bodil Ehlers,"Aarhus, Denmark",
1998,Barbara Jones,,
1998,John Dallas,,
1998,John Richards,,
1998,Terry J. Crawford,,http://www.digitalhps.org/concepts/CONdf4fef23-1bcd-4470-9f42-540c7d25335d
